,itemID,title,author,publisher,main topic,subtopics
8674,29970,"A King in Cobwebs: The Tales of Durand, Book Three",David Keck,TOR BOOKS,FMB,[]
8675,6090,See you - im nächsten Sommer,"Daniel Quinlan, Stefanie Schulz",Rowohlt Taschenbuch,YPCK2,"[5AN,5HRB,1KBB,2ACB,YBLA,YFB,YFM,YFR]"
8676,69616,Gwerryans an Planettys: The War of the Worlds in Cornish,H. G. Wells,EVERTYPE,FLR,[]
8677,37747,Hoot,Carl Hiaasen,Random House LCC US,YFCF,"[5AL,YFP,YFQ,YXZG]"
8678,32325,Meine hasenstarken Frühlingsrätsel,,Ars Edition GmbH,YBG,"[5AD,5HPF,5HRA,4CA]"
8679,10064,Ein Jahr ohne Juli,Liz Kessler,FISCHER KJB,YXHB,"[5AL,5JA,1DDU,1DDU-GB-E,YFH,YFM]"
8680,23834,Das Mauerschweinchen,Katja Ludwig,cbt,YXHB,"[5AK,Y,YF,YFB,YFP,YFQ,YFT,YFY,YXF,YXHB]"
8681,58076,The Red Necklace: A Story of the French Revolution,Sally Gardner,PUFFIN BOOKS,YFT,[1D]
8682,11957,Il sentiero dei nidi di ragno,Italo Calvino,Mondadori,YFB,"[5AN,1DST]"
8683,31249,Rikki Tikki Tavi: The Jungle Book Tales,Rudyard Joseph Kipling,LIGHTNING SOURCE INC,YXHB,"[YFA,YFJ]"
8684,48864,Supermalbuch (1-3 Jahre),,Trötsch,YBL,[]
8685,32850,Dead Astronauts,Jeff VanderMeer,MCD,FLQ,"[FB,FM]"
8686,71705,Ostermalbuch,,Trötsch,A,[YB]
8687,27115,Black Dagger 15. Vampirseele,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB-US-NAK,FRX,FYT]"
8688,51548,Black Dagger 16. Mondschwur,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB-US-NAK,FL,FRX,FYT]"
8689,11322,Die Bruderschaft der Black Dagger,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB-US-NAK,FRX,FYT,FZ]"
8690,67063,Die Ordensburg,Bernhard Hennen,Heyne Taschenbuch,FMB,[]
8691,58096,"Der Junge, der sich in Luft auflöste",Siobhan Dowd,Carlsen Verlag GmbH,YFC,"[5AM,YFN]"
8692,52676,Ransom,Michele Poague,iUniverse,FJ,[FL]
8693,50964,"Rätselblock ab 5 Jahre, Band 2, A5-Block",Ulrike Maier,Hauschka Verlag,WDK,"[5AF,4CA,WDKC,WDKN,WDKX,YB,YBL,YNU,YNVP,YZG]"
8694,57947,Pea's Book of Birthdays,Susie Day,Penguin Random House Children's UK,YXFD,"[5AJ,YFN,YFS,YXN]"
8695,28957,Rogue One: A Star Wars Story,Alexander Freed,Random House Publishing Group,FLS,[]
8696,21572,Alice in Wonderland,Lewis Carroll,Penguin Books Ltd (UK),FBC,"[5AJ,YFJ]"
8697,4632,Ritual in the Dark (Valancourt 20th Century Classics),Colin Wilson,Valancourt Books,FF,[FH]
8698,50441,LEGO® NINJAGO® - Die Macht der Ninja,,AMEET Verlag,YBG,[YBL]
8699,40241,LEGO® NINJAGO® - Die Mission des Goldenen Ninja,,AMEET Verlag,YBG,[YBL]
8700,70521,No Turning Back,Beverley Naidoo,Penguin Books Ltd (UK),YFB,"[5AN,1HFMS,YXN,YXZ]"
8701,5262,Warhammer 40.000 - Der Weg der Orks,Mike Brooks,Black Library,FLQ,"[FL,FLQ]"
8702,15501,Horus Heresy - Die zerschlagenen Legionen,Laurie Goulding (Hrsg.),Black Library,FLQ,"[FL,FLQ]"
8703,10320,Nimona,Noelle Stevenson,Harper Collins Publ. USA,XADC,"[5AP,YFH,YFQ]"
8704,6844,"Nunca, Nunca 2 = Never, Never",Colleen Hoover,PLANETA PUB,YFM,[]
8705,55464,Face,Benjamin Zephaniah,BLOOMSBURY,YF,[]
8706,15588,The May Bird Trilogy: The Ever After; Among the Stars; Warrior Princess,Jodi Lynn Anderson,ALADDIN,YFD,"[YFH,YFQ]"
8707,12645,The Boy Who Grew Dragons,Andy Shepherd,Bonnier Books UK,YFA,"[5AF,5AG,YFN,YFQ]"
8708,25747,WOW! Das Metallic-Stickerbuch - Meerjungfrauen,,Ars Edition GmbH,YBG,"[5AD,YBG,YBL,YNXB,YNXW]"
8709,66441,The Triumvirate,Milton Pashcow,Xlibris,FM,[]
8710,17908,Die große Stille,Ted Chiang,Golkonda Verlag,FYB,"[FL,FYB]"
8711,21639,Geteilt durch Null,Ted Chiang,Golkonda Verlag,FYB,"[FL,FYB]"
8712,56184,Disney: Gravity Falls Pining Away,,Hachette Book Group USA,YF,[5AG]
8713,65205,A Girl Made of Air,Nydia Hetherington,MOBIUS,FMH,[FV]
8714,24620,"He Is Known as Ego, a Superhero Epic 2nd Edition",Jaime Mera,Jaime Mera,FL,[]
8715,20800,Mein Anziehpuppen-Stickerbuch: Prinzessinnen,Fiona Watt,Usborne Verlag,YNMW,"[YBG,YBL,YNMW]"
8716,21899,Skipping Stones at the Center of the Earth,Andy Hueller,CEDAR FORT INC,YXFF,"[YFG,YFN]"
8717,65662,Neverworld Wake,Marisha Pessl,Scholastic Ltd.,YFD,"[5AP,YFH]"
8718,52082,Am Abgrund,Michael Grumley,Heyne Taschenbuch,FL,[1KB]
8719,66214,Belgariad - Die Königin,David Eddings,Blanvalet Taschenbuchverl,FMB,[]
8720,11328,Belgariad - Der Ewige,David Eddings,Blanvalet Taschenbuchverl,FMB,[]
8721,56393,Mein starker Schulstartblock - Kombinieren und Konzentration,Roland Volk,Loewe Verlag GmbH,YPCA2,"[5AG,5HKB,5JA,5JB,4CD,YBG,YBL,YNVP,YPCA2]"
8722,12965,The Battle of Bubble and Squeak,Philippa Pearce,Penguin Random House Children's UK,YFB,[5AJ]
8723,66351,How To Train Your Dragon: Dragonvine,"Dean Deblois, Richard Hamilton",Dark Horse Comics,XADC,[YF]
8724,30798,Sternenschweif 25: Freundschaftszauber,Linda Chapman,Carlsen Verlag GmbH,YFH,"[5AJ,YFP]"
8725,67382,Ghostbuster's Handbook,Daphne Pendergrass,SIMON SPOTLIGHT,YFZZ,[YFD]
8726,66389,Uma and the Answer to Absolutely Everything,Sam Copeland,Penguin Books Ltd (UK),YFC,"[5AK,YFG,YFN,YFQ]"
8727,885,Tilda Apfelkern. Alle meine Freunde. Ein Eintragbuch,Andreas H. Schmachtl,Arena Verlag GmbH,YZS,[YBL]
8728,37557,Shadows of Truth - Awakening,Shelly McPherson,PAGE PUB,FM,[FN]
8729,45507,Beast Quest: Tagus the Horse-Man,Adam Blade,Hachette Children's Group,YFB,[5AH]
8730,11804,Beast Quest: Sepron the Sea Serpent,Adam Blade,Hachette Children's Group,YFB,[5AH]
8731,35110,Talon,Julie Kagawa,HarperCollins Publishers,YFHR,[]
8732,71636,Perry Rhodan - Rhodans Sohn,,Edel Germany GmbH,FL,[]
8733,44066,Schicksalsbringer - Ich bin deine Bestimmung,Stefanie Hasse,Loewe Verlag GmbH,YFHR,"[5AP,1KBB-US-WPNWS,YFH,YFM]"
8734,54733,Die Kreuzworträtselknacker - ab 8 Jahren (Band 3),"Janine Eck, Kristina Offermann",Bibliograph. Instit. GmbH,YPCA23,"[5AJ,4CD,WDKC,YBL,YNVP,YPCA23]"
8735,43234,Die Phileasson-Saga - Elfenkrieg,"Bernhard Hennen, Robert Corvus",Heyne Taschenbuch,FMB,[5AX]
8736,31548,Die Chroniken von Azuhr - Der träumende Krieger,Bernhard Hennen,FISCHER TOR,FMB,"[FJ,FNF,FNM]"
8737,63739,Alben und Trolle - Die schwarze Armee,Max Heubeck,Lübbe,FM,"[5AT,FMB]"
8738,64865,Der 7. Sonntag im August,Sabine Ludwig,Oetinger Taschenbuch GmbH,YFHD,"[5AL,YFHD,YFQ,YXF]"
8739,60630,The Ferocious Frog Family,John R. McGrane,ARCHWAY PUB,YF,[]
8740,68897,Zeit zum Entspannen. Magische Traumwelten,"Masja van den Berg, Masja Van den Berg",Arena Verlag GmbH,YBGC,"[5AJ,WFX,YBL]"
8741,45943,Tales from Mousey Row - Hope Saves the Day,C L Worley,Lulu.com,FM,[]
8742,45835,Born to Run,Michael Morpurgo,HarperCollins Publishers,YFB,"[4Z-GB-ACJ,YFP]"
8743,70398,Von Punkt zu Punkt Fußball,,Tessloff Verlag,SFBC,"[5AH,YBGC,YBLC]"
8744,67586,The Girl Who Married a Skull: And Other African Stories,,IRON CIRCUS COMICS,YFJ,[1H]
8745,46002,Mein Immer-wieder-Stickerbuch: Pferde und Ponys,Kirsteen Robson,Usborne Verlag,YBG,[YBL]
8746,42823,The Robe of Skulls,Vivian French,Walker Books Ltd,YFJ,[5AK]
8747,34600,Mein Babybuch,Beatrix Potter,FISCHER Sauerländer,YBCS2,"[5ABB,5HKA,5HKF,WZSN,YBL,YZG,YZS]"
8748,27998,Ethan Stark - Ära des Aufruhrs,Jack Campbell,Lübbe,FLS,[]
8749,7282,Ethan Stark - Das letzte Gefecht,Jack Campbell,Lübbe,FLP,"[1Z,FLS,3MRB]"
8750,63176,Gilde der Jäger 02. Engelszorn,Nalini Singh,LYX,FMR,"[FMB,FMR,FMX,FP,FRM,FRT]"
8751,3170,Shadow Dance,John Harrison,Lulu.com,FL,[]
8752,3594,The Amulet of Samarkand,Jonathan Stroud,Random House Children's Publishers UK,YFH,[]
8753,78281,In the Shadow of Heroes,Nicholas Bowling,Scholastic Ltd.,YFC,"[5AM,YFH,YFT]"
8754,56421,"Die schönsten Kindergarten Mandalas. Malen, Träumen, Entspannen",Johannes Rosengarten,Arena Verlag GmbH,YBGC,"[5AD,YBL]"
8755,55816,Mandalas (grün),,Gondolino,YBL,"[5AD,5AR,5AX,5HKA,5HKM,5HKQ,5HPD,5HPDA,5HPF,5LB,4Z-DE-BA,CBV,JNG,JNLA,VFX,VS,WDH,WFX,WZG,YB,YBG,YBGC,YBGS,YBLA,YBLD,YBLH,YBLP,YNA,YPCA1,YPJJ6,YZG]"
8756,14912,Die schönsten Arena Mandalas für den Kindergarten,Johannes Rosengarten,Arena Verlag GmbH,YBL,[5AF]
8757,55071,Dramarama,E. Lockhart,Hot Key Books,YXHL,"[5AN,5AQ,YFB]"
8758,57094,Epic Fantasy Short Stories,"Philippa Semper, Brian Bogart",FLAME TREE PUB,FM,[]
8759,30178,Drachentanz,Andrea Ego,Books on Demand,FMB,[FMR]
8760,26854,Pfade im Nebel,Nalini Singh,LYX,FMR,[FP]
8761,18646,Freckle Juice,Judy Blume,Pan Macmillan,YFB,[]
8762,60795,Mary Poppins,P. L. Travers,Harper Collins Publ. UK,YFA,"[5AK,YFH]"
8763,40794,Kratzel-Stickerbuch für Jungs,frechverlag,Frech Verlag GmbH,YBG,"[5,5A,5AF,5HRA,5HRB,5HRC,5HRD,5J,5JB,WF,YB,YBG,YBL]"
8764,8666,Das doppelte Ich,Klaus Funke,Books on Demand,FM,[]
8765,29746,Die Vomeriker,Reed Isberg,Books on Demand,FL,[]
8766,51094,Disney Eiskönigin: Mein Fenstersticker-Spaß,,Nelson Verlag,YBLH,"[5AD,5LC,4CA,YBG,YBLH,YBLL]"
8767,15592,Colours and Shapes,DK,Dorling Kindersley Ltd,YBLD,[]
8768,63674,Was ist was junior 01: Bauernhof,"Christina Braun, Eva Dix, Ina Lutterbüse",Tessloff Verlag,JBSP1,"[5AD,5AF,5AG,5AH,5HR,4CA,JNLA,TVF,TVG,TVK,WGCT,WNF,YBCS,YBG,YBLL,YNG,YNML,YNN,YNNF]"
8769,34684,A Monster Calls,Patrick Ness,Walker Books Ltd.,YFB,[5AQ]
8770,36694,A Monster Calls,Patrick Ness,Random House LCC US,YNXB,"[5AN,5AQ,YFB,YFH,YFN,YFQ,YXF,YXG]"
8771,19029,Talitha Running Horse,Antje Babendererde,Arena Verlag GmbH,FRD,"[5AN,5PB-US-E,1KBB,FRD,YFC,YFM]"
8772,47497,Das Grüne Piraten-Freundebuch,"Andrea Poßberg, Corinna Böckmann",Südpol Verlag GmbH,YZG,"[5AH,YBL,YZG,YZS]"
8773,30209,Mein Ella-Freundebuch,Timo Parvela,"Hanser, Carl GmbH + Co.",YZG,"[5AH,YBCH,YBG,YF,YXHB,YZG]"
8774,60226,Eintragalbum - Meine Firmung,,Coppenrath F,YNRM,"[5AP,5HKM,5HKQ,5PGM,YBL,YNRM,YZG,YZS]"
8775,11893,Red Rising 3. Morning Star,Pierce Brown,Random House LCC US,FDB,"[FJ,FL]"
8776,48033,Buchland Band 1-3: Buchland / Beatrice. Rückkehr ins Buchland / Bibliophilia. Das Ende des Buchlands,Markus Walther,Acabus Verlag,FBA,"[1DFG,FDK,FM]"
8777,48011,Dear Martin,Nic Stone,Random House LCC US,YXPB,"[5PB-US-C,1KBB,YFB,YNM,YXN,YXQ]"
8778,21318,Erinnerungsalbum - Meine Taufe,,Coppenrath F,WZS,"[5HKA,5HKF,5PGM,WZG,WZS,YBG,YZS]"
8779,51544,Mein allererstes Nähbuch,Ina Andresen,Frech Verlag GmbH,WFBW,"[5,5A,5AF,5JA,5JB,WF,WFB,WFBW,Y,YB,YBG,YBL,YR,YRG]"
8780,60736,Der Fluß,Gary Paulsen,Carlsen Verlag GmbH,YFB,"[5AM,4CD,FJ,YFB,YFC]"
8781,30150,Capturing the Devil,Kerri Maniscalco,"Little, Brown & Company",YFCB,[YFCF]
8782,73069,My First Macedonian Alphabets Picture Book with English Translations: Bilingual Early Learning & Eas,Nikita S,LIGHTNING SOURCE INC,YPCA23,"[YBLA,YPCK]"
8783,11642,Amal Unbound,Aisha Saeed,Text Publishing,YF,[]
8784,10960,Cyborg,Chris Bradford,Barrington Stoke,YF,[5AR]
8785,57721,Spannende Tierwelt. Krickel-Kratz-Malbilder,Anne Cresci,Arena Verlag GmbH,YBG,"[5AH,YBL]"
8786,15177,Magische Einhörner und andere Zauberwesen,Patricia Moffett,Arena Verlag GmbH,YBGC,"[5AJ,YBGC,YBL,YZG]"
8787,19639,Welcome to Mouldy Manor,Geronimo Stilton,Sweet Cherry Publishing,YFC,"[5AF,YFN,YFP]"
8788,30980,A Printer's Choice,W. L. Patenaude,Izzard Ink,FLQ,[]
8789,66765,Warum schmecken Popel so gut? Noch mehr verrückte Fakten für coole Jungs,Guy MacDonald,Ravensburger Verlag,YNU,"[5AK,5HKA,5HPD,YF]"
8790,69086,The Flavors of Other Worlds,Alan Dean Foster,WordFire Press LLC,FLS,[]
8791,65767,Erdbeersommer (2). Unterm Sternenhimmel,Ilona Einwohlt,Arena Verlag GmbH,YFM,[5AM]
8792,21052,Earth's Enemy a Satire on the Present from the Future,Barry C. Kent,Xlibris,FL,[]
8793,73185,Anspruch auf Grace,Susan Stoker,Stoker Aces Production,FRM,[]
8794,56358,Gods & Monsters,Shelby Mahurin,Harper Collins Publ. USA,YFH,[]
8795,53691,An Assassin's Creed Series. Last Descendants. Das Schicksal der Götter,Matthew J. Kirby,FISCHER New Media,YFC,[5AN]
8796,63163,Die Chroniken von Azuhr - Der Verfluchte,Bernhard Hennen,FISCHER TOR,FMB,"[FJ,FNF,FNM]"
8797,73340,Feuerwehrmann Sam: Vorschulblock,,Panini Verlags GmbH,WDKX,"[5AF,4CA,YBCH,YBG,YBLC,YBLD,YBLF,YBLH,YBLP]"
8798,66804,Das Tolkien Lesebuch,John Ronald Reuel Tolkien,dtv Verlagsgesellschaft,DNBL,"[DNBL,DNT,FMB,FZ]"
8799,58032,The Paper Girl of Paris,Jordyn Taylor,HarperCollins Publishers Inc,YFM,[YFT]
8800,44905,Wanderers,Chuck Wendig,Simon + Schuster UK,FLQ,"[1KBB,FH,FMT]"
8801,78752,Mortal Engines 2. Predator's Gold,Philip Reeve,Scholastic Ltd.,YFG,"[5AL,YFH]"
8802,49598,Ready Player One,Ernest Cline,Random House LCC US,FDB,"[FH,FJ,FL]"
8803,53452,Splitterwelten,"Michael Peinkofer, Christoph Dittert",Piper Verlag GmbH,FMB,[]
8804,75789,The Wave,"Todd Strasser, Morton Rhue",Random House LCC US,YXQF,"[5AN,YFB,YFE,YFS,YP]"
8805,56422,Die schwarze Maske,Eyal Kless,Penhaligon,FLQ,"[FBA,FLQ,FMT,FYT]"
8806,61508,Das schwarze Mal,Eyal Kless,Penhaligon,FLQ,"[FBA,FLQ,FMT,FYT]"
8807,29259,Max Einstein: Saves the Future,James Patterson,Random House UK Ltd,YFQ,[YNT]
8808,29383,Time for the Stars,Robert A. Heinlein,Phoenix Pick,FJ,[FL]
8809,23225,A Deadly Education,Naomi Novik,Cornerstone,FL,[FM]
8810,62615,Raven,Brigitte Thurner,utzverlag GmbH,FMX,[FN]
8811,40550,The Bookshop Girl,Sylvia Bishop,Scholastic Ltd.,YFB,"[5AG,5AJ,YFH,YFQ]"
8812,41318,Mein erstes Papierflieger-Bastelbuch,,Coppenrath F,YBG,"[5AD,5JB,YBG,YBL,YNP]"
8813,12362,Die Reise auf der Morgenröte / Der silberne Sessel,"Clive Staples Lewis, C. S. Lewis",Ueberreuter Verlag,YFA,"[YFA,YFH,YFK]"
8814,54372,Things We Know by Heart,Jessi Kirby,Harper Collins Publ. USA,YFM,"[5AQ,YXE,YXG]"
8815,53523,Seifenblasen küsst man nicht,Elisabeth Herrmann,cbt,YFM,[5AP]
8816,32457,Drõmar,Calin Noell,Epyllion Verlag,YFHR,"[FMX,YFH,YFHR]"
8817,74464,Shadow & Flame,Mindee Arnett,BALZER & BRAY,YFC,"[YFH,YFM]"
8818,39590,Birthday,Meredith Russo,Usborne Publishing Ltd,YXHL,"[4Z-GB-ACT,YFM]"
8819,57131,Wolf Children,Paul Dowswell,Bloomsbury Publishing PLC,YFC,[YFT]
8820,29944,DER ENIGMA-VIRUS,Nick Thacker,LUZIFER-Verlag,FDB,"[FH,FLQ]"
8821,14785,Tim und das Geheimnis von Knolle Murphy. Band 1,Eoin Colfer,"Beltz GmbH, Julius",YF,[]
8822,37186,Stealing Worlds,Karl Schroeder,TOR BOOKS,FL,[]
8823,2037,Engel der Dämonen,Michael Dreher,Books on Demand,FM,[]
8824,63384,The Trials of Apollo - The Dark Prophecy,Rick Riordan,Penguin Books Ltd (UK),YFC,"[5AH,YFH,YFJ,YFQ]"
8825,56630,Max the Detective Cat: The Phantom Portrait,Sarah Todd Taylor,Nosy Crow Ltd,YFCF,"[YFB,YFP]"
8826,26471,Wonderland,Juno Dawson,Hachette Children's  Book,YXHL,"[5AN,4Z-GB-ACN,YFB,YFM]"
8827,69939,If I Was Your Girl,Meredith Russo,Usborne Publishing Ltd,YXHL,"[5AQ,YFM,YFS]"
8828,67083,Coco kommt ins Krankenhaus,"Margret Rey, Hans Augusto Rey, H.A. Rey",Diogenes Verlag AG,YBC,"[5AD,YBL,YF]"
8829,67154,Royal: Princess. Der Tag der Entscheidung (Royal-Spin-off),Valentina Fast,Carlsen Verlag GmbH,YFHR,"[5AQ,FM,FMR,FN,FR,FXB,YFB,YFE,YFHR,YFM]"
8830,2532,The GFG,Roald Dahl,Black and White Publishing,YFA,[YFH]
8831,55203,Assensus,Petra Vaas,tredition,FB,[]
8832,67878,Der verrückte Erfinderschuppen,Lena Hach,"Beltz GmbH, Julius",YF,[]
8833,64268,Katzen Malbuch,Die Blokehead,Blurb,YFB,[]
8834,66841,Der Schwur der Adlerkrieger,Jin Yong,Heyne Taschenbuch,FMB,"[1FPC,3KLN]"
8835,58502,The Scorpio Races,Maggie Stiefvater,Scholastic,YFC,"[5AN,YFH,YFM,YFP]"
8836,1363,Warrior Cats - Die Welt der Clans. Das Gesetz der Krieger,Erin Hunter,"Beltz GmbH, Julius",YFH,[5AL]
8837,25693,Phantasiereisen mit Hundertwasser,Doris Kutschbach,Prestel Verlag,YBG,"[5AG,YBG,YBL,YNA]"
8838,685,"Camp Honor, Band 2: Der Auftrag","Scott McEwen, Hof Williams",Ravensburger Verlag,YFC,"[5AQ,YFCB,YFCF]"
8839,38254,Aquakadabra - Ente,,Yo Yo Books,YBCB,[]
8840,37132,Geschichten von Geistern und Gespenstern,Käthe Recheis,Obelisk Verlag,YD,[YF]
8841,24139,"Gänsehaut - Um Mitternacht, wenn die Vogelscheuche erwacht",R.L. Stine,cbj,YFD,[5AL]
8842,64222,Dark Matters,Michael Dow,GTM Ventures LLC,FJ,[FL]
8843,73818,"Kinder, die im Dunkeln spielen",Daniel Kasper,tredition,FB,[]
8844,11792,Abenteuer des Kapitän Hatteras,Jules Verne,TP Verone Publishing,YFJ,[]
8845,57972,Il piccolo Principe,Antoine de Saint-Exupéry,LULU PR,YFA,[]
8846,25393,P.S. I Still Love You. Media Tie-In,Jenny Han,Simon + Schuster Inc.,YXHL,[YFM]
8847,41961,Der Teufel im Bunde,Felicity Green,Books on Demand,FFJ,[FM]
8848,75825,"Arthur oder Wie ich lernte, den T-Bird zu fahren",Sarah N. Harvey,dtv Verlagsgesellschaft,YFB,"[5AQ,YFM]"
8849,56591,A Series of Unfortunate Events #3: The Wide Window,Lemony Snicket,HARPERCOLLINS,YXFF,"[YFC,YFN,YFQ]"
8850,1306,Mein Bibel-Mitmachbuch,,Coppenrath F,YNVP,"[5AJ,5HKM,5HKQ,5PGM,YBG,YBL,YNRX,YNVP]"
8851,6432,Book Wyrms & Other Strange Bibliological Creatures,Jessica Feinberg,Jessica C. Feinberg,FM,[]
8852,72353,Of Blood and Bone,Nora Roberts,"Little, Brown Book Group",FBA,[FL]
8853,33958,Doctor Who: Zeitreisen,"Cecilia Ahern, Stella Duffy, Jake Arnott, Jenny T.",Cross Cult,FLS,"[FLG,FLS]"
8854,66786,How NOT to Summon a Demon Lord: Volume 2,Yukiya Murasaki,J-Novel Club,YFB,[]
8855,38317,The School for Good and Evil 02: Eine Welt ohne Prinzen,Soman Chainani,Ravensburger Verlag,YFM,"[5AN,5HCP,5HKA,YFH,YFJ,YFM,YFQ,YFS]"
8856,65621,William Wenton 2: William Wenton und das geheimnisvolle Portal,Bobbie Peers,Carlsen Verlag GmbH,YFH,[5AL]
8857,63838,Kingdoms and Empire,Daniel Darcey,"LitFire Publishing, LLC",FL,[]
8858,5562,WH40K Wrath & Glory Starterset,"Ross Watson, Owen Barnes",Ulisses Spiel & Medien,WDHW,"[FL,WDHW]"
8859,16903,Malblock - Pferde,,Hauschka Verlag,YBGC,"[5AC,5AD,4CA,WZG,YBL,YZG]"
8860,11173,Duden Leseprofi - 3-Minuten-Leserätsel für Erstleser: Es weihnachtet sehr,Susanna Moll,FISCHER Duden,YBLB,"[5AG,5HPD,YBLB,YF,YNVP]"
8861,65921,Duden Leseprofi - 2-Minuten-Leserätsel: Mein erster Lesewortschatz. Magisches und Zauberhaftes.,"Ulrike Holzwarth-Raether, Ute Müller-Wolfangel",FISCHER Duden,YPCA21,"[5AD,YBL]"
8862,74546,Die Chroniken von Araluen - Wie alles begann. Sonderband,John Flanagan,cbj,YFC,"[Y,YF,YFC,YFH]"
8863,11824,Die Chroniken von Araluen - Wie alles begann. Sonderband,John Flanagan,cbj,YFC,"[YF,YFC,YFH]"
8864,42692,Die Chroniken von Araluen - Das Vermächtnis des Waldläufers,John Flanagan,cbj,YFC,"[5AM,YFC,YFH]"
8865,1488,Empire of the Vampire,Jay Kristoff,ST MARTINS PR,FMB,[]
8866,49559,The Wheel of Time Companion,Robert Jordan,Macmillan USA,DSK,[FM]
8867,66054,Autos und Laster,"Andrea Erne, Ursula Weller",Ravensburger Verlag,YNTR,"[5ABK,YBLT,YNT,YNTG,YNTP]"
8868,45768,Wish You Were Dead,Todd Strasser,CAROLRHODA LAB,YFCF,[YFS]
8869,1165,Double Fault,Lionel Shriver,Harper Perennial,FXM,[]
8870,45756,Der Unbesiegbare,Stanislaw Lem,Suhrkamp Verlag AG,FDB,"[1DTP,FDB,FLP,FLS,FM,FYT]"
8871,45597,Puppenkleidung ohne Nähen,Maura Andrade,Books on Demand,YNPH,[]
8872,29815,Große Worte,Terry Pratchett,Piper Verlag GmbH,FMK,[]
8873,73983,Meine Freundin Conni: Kunterbunter Mitmach-Spaß - Natur-Bastelbuch,Laura Leintz,Carlsen,YBG,"[5AC,YBLL]"
8874,57656,Orcus Gammeus,Leonie Halter,Books on Demand,FM,[]
8875,31173,Kratzelzauber mit Kratzwerkzeug Mädchen,Josephine Jones,Frech Verlag GmbH,YBGC,"[5AF,5JA]"
8876,41043,Kritzkratz-Spaß Feen,,Ars Edition GmbH,YBG,"[5AF,YBL]"
8877,36549,LEGO® NINJAGO® - Mein Pop-up-Buch,,AMEET Verlag,YBG,[YBL]
8878,51443,"LEGO® NINJAGO® Finde den Fehler, Knobeln für schlaue Ninja",,AMEET Verlag,YNVP,[YBL]
8879,74333,LEGO® NINJAGO® - Mein Hausaufgabenheft,,AMEET Verlag,YBGH,"[5AG,YBL]"
8880,78945,Notizbuch mit Extras - Pferdefreunde - My Handlettering Journal,,Coppenrath F,YBCH,"[5JA,WFU,YBCH,YBG,YBL,YZS]"
8881,38083,Crown of Midnight,Sarah J. Maas,Bloomsbury UK,YFB,"[5AN,YFH]"
8882,31872,Mandala Road,Band&,ANTHEM PR,FM,[FL]
8883,20767,Fingerstempel-Spaß Feen,,Ars Edition GmbH,YBG,"[5AD,YBG,YBLD]"
8884,66994,Am Wasser,Ida Wenzel,Tessloff,YBG,"[5AC,JNLA]"
8885,70982,"A Short History of England, 2020-2089",David Tirr,Xlibris,FMH,[]
8886,29185,"The Greatest Mao Is Reborn to Get Friends, Vol. 2 (light novel)",Myojin Katou,"Little, Brown & Company",YFB,[]
8887,51241,Kreativ-Kratzelbuch: Katzen,,Loewe Verlag GmbH,YBG,"[5AF,YBL,YNV,YZG]"
8888,39014,Das Buch der Zukunft,Andreas Eschbach,Rowohlt Taschenbuch Verlag,JBFZ,[PDZ]
8889,8277,To Hell and Back,Amira Vasileva,Bookbaby,YFM,[]
8890,19793,The Tremendously Endless,J P Leck,Outskirts Press,FJ,[FL]
8891,20528,Das Regime - Covid 2050,Binga Hydman,tredition,FB,[]
8892,78800,Der Schritt,Ulrike Schimming,epubli,FV,[]
8893,27256,Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johns",MARGARET K MCELDERRY BOOKS,YFH,[]
8894,33107,Ohne dich kein Sommer,Jenny Han,dtv Verlagsgesellschaft,YFM,"[5AN,1KBB-US-NAKL,YXG]"
8895,8578,Dry,Jarrod Shusterman,Walker Books Ltd.,YFCB,[5AQ]
8896,66191,Ash,Malinda Lo,Hachette Children's Group,YFB,[]
8897,34008,Aventurisches Götterwirken 2 (Hardcover),"Zoe Adamietz, David Schmidt, Alex Spohr",Ulisses Spiel & Medien,WDHW,"[FMB,WDHW]"
8898,27588,My Little Pony Twilight's Kingdom,"Meghan McCarthy, Jonathan Gray, Thad Komorowski, J",Idea & Design Works,XADC,[YF]
8899,78113,"The Kingdom of Liars, Volume 1",Nick Martell,SAGA PR,FMB,[]
8900,42560,Boy In The Tower,Polly Ho-Yen,Penguin Random House Children's UK,YFC,[YFG]
8901,10564,"So I'm a Spider, So What?, Vol. 6 (light novel)",Okina Baba,"Little, Brown & Company",YFH,[]
8902,19088,Prinzessin der Elfen 5: Verlorene Gefühle,Nicole Alfa,Carlsen Verlag GmbH,YFHR,"[5AQ,5AX,5JA,FMM,FMR,FMX,FN,FR,FXB,YFB,YFH,YFJ,YFM]"
8903,28967,Mein bunter Vorschulblock mit Schwungübungen,Eva Odersky,Carlsen Verlag GmbH,YPCA2,"[5AF,YBG,YBL,YPCA2]"
8904,67304,LEGO® NINJAGO® - Malblock,,AMEET Verlag,YBGC,[YBL]
8905,1224,Fluch des Wolfes,Patricia Briggs,Heyne Taschenbuch,FMR,"[1KBB,FRX,FYT,3MR]"
